run_id,plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
20260913_213050_360342_A_plus_elite,9,12,47,54,0,2,2,1741.8964025097175,1740.6714063597171,1.2249961500003792,1.2249961500003792,34.9437558664155,uncertain
20260913_213050_360342_A_plus_elite,14,40,32,28,1,28,27,424.2977746365124,383.8004802777115,40.4972943588009,40.4972943588009,47.03918355378305,uncertain
20260913_213050_360342_A_plus_elite,23,35,5,22,0,54,0,1226.307446025634,1203.9132492102551,22.394196815378564,22.394196815378564,45.23871414070181,uncertain
20260913_213050_360342_A_plus_elite,24,94,58,22,1,17,31,460.3302180659468,500.809538320717,-40.47932025477024,40.47932025477024,44.46068734175621,uncertain
20260913_213050_360342_A_plus_elite,24,94,58,23,1,18,30,468.047403821896,490.809538320717,-22.76213449882107,22.76213449882107,44.41594500473887,uncertain
20260913_213050_360342_A_plus_elite,25,84,16,32,0,39,14,2617.2470098486624,2633.305791426448,-16.05878157778534,16.05878157778534,46.25616188112471,uncertain
20260913_213050_360342_A_plus_elite,34,61,36,30,0,17,20,881.242090535478,858.2589909915878,22.983099543890265,22.983099543890265,43.14300720684725,uncertain
20260913_213050_360342_A_plus_elite,48,75,13,18,1,33,44,1880.6544518040537,1890.1514513810573,-9.496999577003862,9.496999577003862,52.23553814062652,uncertain
20260913_213050_360342_A_plus_elite,51,80,19,48,0,11,6,1641.5919597000998,1673.518739298489,-31.926779598389203,31.926779598389203,37.96711527566977,uncertain
20260913_213050_360342_A_plus_elite,55,74,46,7,0,46,45,1025.858342668121,1054.5440482682063,-28.685705600085385,28.685705600085385,54.95427342347803,uncertain
